# epoch_start_s=1774536722
timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
2.723,-0.8810662,-0.1436521,9.512163,-0.6169939,0.0495620232,0.08406891,20096,30464,-16130
2.837,-0.7230489,-1.0342951,8.76996,-0.9494058,-0.16693874,0.0303767232,20608,-27392,-20482
2.952,-0.81881692,-2.0685902,9.0237464,-0.5279954,0.24767688,-0.09605972,23168,-17152,-22786
3.067,-1.0031705,-2.3008278,8.841787,-0.39729556,0.23448698,-0.10325421,22912,-13056,-25346
3.189,-0.94092125,-2.8323408,9.160215,-0.39529708,-0.02917764,-0.08526799,22912,-9472,-26370
3.304,-0.7565677,-2.7222072,9.919178,-0.0251807024,-0.055290964,-0.008793262,22912,-8192,-25090
3.419,-0.9768343,-2.621651,10.089166,-0.22356202,0.19558346,0.0050627872,22400,-10496,-24578
3.535,-0.94092125,-2.1859062,9.689334,0.26046708,-0.10338744,-0.11231393,20608,-13568,-20482
3.652,-1.1204864,-1.4652514,9.983821,0.6260536,0.031575808,-0.1168438,22400,-20480,-16386
3.767,-0.8643068,-0.7015011,9.988609,0.5739602,-0.3015023,-0.056223584,22912,-30464,-12034
3.885,-0.533907,-0.177170932,10.309433,0.53265848,0.12243951,-0.06541654,26496,25856,-9730
4.001,0.0047884032,0.33758244,10.769119,0.46817456,-0.10911638,-0.024914242,28032,18944,-7170
4.118,-0.1604115,1.3263878,10.287885,0.47203828,0.15881163,-0.06901378,28800,11264,-6658
4.234,-0.3878607,1.9177556,10.433931,0.24794334,0.204909652,0.008260337,27008,2816,-5634
4.351,-0.9840169,1.769315,9.598354,-0.14269066,0.13043338,0.047030624,24704,-256,-7939
4.471,-1.3263878,2.0518308,9.698911,-0.39583004,0.03104288,0.0006661562,22400,768,-8706
4.585,-0.89543144,1.817199,9.835381,-0.5430505,0.014522205,-0.02358193,21632,5376,-7938
4.701,-1.4317326,1.0414777,9.030929,-0.8368254,-0.2631317,0.009859112,20864,11520,-11522
4.815,-0.6488287,0.5793968,9.308656,-1.4322357,-0.26766154,0.10258805,21632,21248,-13826
4.930,-1.2138603,-0.8523358,8.149862,-1.3352435,0.41008576,-0.056356816,22912,-30976,-18690
5.045,-0.825999536,-1.982399,9.040505,-1.0758423,0.123771824,-0.0554242,19584,-15872,-27138
5.167,-1.0630256,-2.825158,8.772355,-0.5956769,-0.069413468,-0.189055132,19072,-6912,-32258
5.282,-0.7493851,-3.265691,9.378088,-0.5378545,0.019984684,0.073543648,20096,-3328,30974
5.396,-0.9504981,-2.813187,9.452309,0.0678147,-0.200379792,0.027445634,20864,-1536,30974
5.510,-0.9552865,-3.0550012,9.794679,0.16041042,0.03250842,0.011191424,23424,-7936,-31490
5.624,-0.7302315,-1.9608512,10.072407,0.53852064,0.07407656,-0.018652374,24192,-14336,-26882
5.740,-1.0726024,-1.271321,10.036493,0.59594332,0.11537826,0.017320062,22912,-24064,-22274
5.862,-0.945709632,-0.6344634,10.81461,0.67428328,-0.32015468,-0.071545176,24192,28928,-15362
5.978,-0.39504328,0.12210429,11.683704,0.84988208,-0.5638346,0.047830016,27264,19200,-12546
6.094,-0.45729252,1.5993267,10.378864,0.6036708,0.15201685,0.033707504,28544,5632,-11522
6.210,-1.0390835,1.9847932,9.26556,-0.236218992,-0.169203668,0.20211178,27008,-2816,-12035
6.327,-0.7493851,2.066196,9.97185,-0.45018836,-0.27658804,0.24021592,28544,-2048,-11523
6.447,-0.47884036,2.1308396,9.536105,-0.7117213,0.051560488,0.2162343,29568,3584,-11522
6.562,-0.79008652,1.5873557,9.021352,-0.7655467,0.16307504,-0.037970904,28288,11008,-12802
6.677,-1.3575124,0.40462008,8.7771432,-1.1142129,-0.55237676,0.11124808,27776,19968,-15874
6.793,0.23463176,-0.60333884,9.888053,-0.8362925,-0.034906584,0.14095865,29824,30976,-18690
6.908,-0.356736068,-0.50278232,9.337387,-0.8338943,-0.32974732,0.0991240464,30080,-27648,-20738
7.024,-0.2705448,-1.6567876,9.7324296,-0.26499696,0.122839208,-0.15521438,30848,-20736,-23042
7.147,-0.088585464,-2.0159178,9.816227,-0.28511484,-0.21769986,-0.03130934,32640,-16640,-24834
7.262,-0.01436521,-1.99437,9.847352,-0.26926032,-0.031575808,-0.008793262,32128,-15616,-26882
7.375,0.14604631,-2.2625206,9.665392,0.014655436,0.09792496,0.087666152,30848,-13824,-26370
7.490,-0.22744916,-1.5562312,9.701305,0.400759584,-0.18159418,0.2677948,28800,-17920,-24578
7.606,-0.49559976,-0.1316811,10.055647,0.35745944,-0.11231393,0.1736003,28544,-26624,-20226
7.728,-0.825999536,-0.44771572,10.340557,0.10458652,0.03130934,-0.066349156,27520,31488,-17410
7.845,-0.7326257,-0.4405331,9.653421,0.067148548,-0.026113322,-0.038237368,26752,27648,-16386
7.959,-0.94331544,-0.24899698,10.134656,0.39209952,-0.063018376,0.12350536,27008,23552,-14850
8.076,-0.49320556,0.4261679,10.66138,0.23768454,-0.10685146,-0.01398928,26496,14080,-12546
8.191,-0.48841716,0.8834604,10.922348,0.17053598,-0.16600614,0.19265238,28032,6400,-12546
8.307,-0.7326257,1.7070658,10.402806,-0.22502756,-0.03224196,0.1672052,28032,512,-11778
8.427,-0.9648633,2.1883004,9.720459,-0.4175467,0.047563552,0.102321592,28288,-1280,-12291
8.543,-0.78050976,2.0350714,9.370906,-0.6777473,-0.07181164,0.08726646,27520,768,-13058
8.656,-0.39983168,1.5155296,9.639056,-0.740366,-0.06754824,0.050094948,28032,7168,-13826
8.769,-1.2593501,1.115698,9.0476888,-1.3780108,-0.13163246,0.09805819,27776,14080,-15618
8.884,-0.7757214,-0.7038953,8.784326,-1.5967764,-0.107251144,-0.03330781,25472,29440,-20482
8.999,-0.22505496,-1.88663084,9.346964,-0.91703064,-0.2861807,-0.058621744,24960,-21760,-27138
9.121,-0.2777274,-1.922544,9.337387,-0.6542986,-0.38517152,-0.07021286,25728,-12800,-32002
9.234,-0.49799396,-2.6623524,9.674969,-0.39769524,-0.25233996,0.071545176,27776,-8704,32254
9.349,0.2705448,-2.7988216,10.022128,-0.12137366,-0.0037304748,-0.04423277,28800,-6656,30206
9.464,-0.22984336,-2.7126304,9.737218,0.220897392,0.1160444,0.011058193,30592,-10752,-31746
9.580,-0.5243302,-2.0518308,10.213664,0.58608424,0.060353752,0.07167841,32384,-19200,-25602
9.700,-0.7158663,-1.163582,10.802638,0.6700199,-0.193052068,0.18119448,32128,-30208,-20482
9.815,-0.217872352,0.033518824,10.900801,0.4218101,-0.17026952,0.10058958,32384,23808,-15106
9.932,0.5530606,0.33279404,10.704475,0.220630932,0.10325421,-0.13642879,31616,18176,-14338
10.049,-0.0047884032,1.1803415,10.2974616,0.0503614036,0.25913476,0.06981317,31360,13312,-15106
10.167,-0.44771572,1.7525556,10.168175,0.028245022,0.2933752,-0.015454824,29568,6656,-13570
10.283,-0.80445176,1.8267759,9.672575,-0.32548392,-0.03743798,0.07074579,27264,5120,-14338
10.405,-0.62009824,1.115698,9.629479,-0.6281853,-0.11324655,0.10458652,26752,9472,-15106
10.519,-0.7493851,0.8523358,9.368511,-0.97432008,-0.26872742,0.32135376,26240,15872,-17154
10.633,-0.6392518,0.30885202,8.698134,-1.4614135,0.21303676,0.20024656,26240,27136,-21506
10.748,-0.7182605,-1.6472107,8.645462,-1.3293814,-0.03330781,0.16134304,26240,-23296,-28162
10.863,-0.29688102,-2.4420858,9.011775,-0.65123424,0.17266768,0.08620062,28800,-11008,32766
10.984,-0.090979668,-2.6024974,9.200917,-0.5566401,-0.3714487,-0.03956968,29056,-6656,29694
11.098,0.11252748,-3.2800562,9.323022,-0.20704136,0.12643644,0.010392036,31104,-2560,28158
11.220,0.009576807,-3.1890766,9.672575,0.228891268,-0.14801991,0.13909342,32384,-5120,29438
11.337,0.06464344,-2.3080104,10.077195,0.48309648,-0.23408728,0.11631087,-31616,-11264,-30722
11.453,-0.08379706,-0.7613561,10.3214032,0.7283752,0.0061286368,0.014255743,-30592,-22528,-23810
11.570,0.61052144,-0.47165772,10.565612,0.7419648,0.087,-0.052759572,-29824,29184,-19714
11.690,0.2753332,0.9983821,10.187328,0.63058348,0.119774888,-0.16520673,-29056,15104,-14338
11.807,-0.007182605,1.78607452,10.196905,0.13203216,0.17173508,-0.09952374,-31616,3328,-14338
11.923,-0.90500824,2.1859062,9.679757,-0.27485606,-0.05995406,0.030509954,29824,-512,-13827
12.039,-0.90979668,1.83156432,9.588778,-0.71332,-0.082603368,0.15108423,29824,2560,-13314
12.154,-0.6631939,1.448492,9.296685,-0.7806018,-0.03557274,0.1424242,28544,9216,-15618
12.266,-0.39025488,0.46447512,9.574412,-1.0666493,-0.14735376,0.16560642,27776,18688,-19202
12.388,-1.1851299,-0.60573304,7.8027032,-1.3866707,-0.546781,0.203710576,27264,-31744,-23042
12.505,0.24420858,-1.89860184,9.421184,-0.62978404,-0.11364625,-0.08793262,28800,-18944,-28162
12.621,-0.7565677,-2.0231004,8.669404,-0.29777184,-0.694268,-0.11124808,29568,-9216,-32514
12.734,0.20829556,-2.815581,9.481039,-0.2098392,0.012257273,-0.11484533,32128,-5632,31742
12.849,-0.4285621,-2.3894134,8.995016,-0.15135069,-0.193318532,-0.041301684,-31360,-5888,32510
12.971,0.30645782,-2.2649148,10.594342,0.4737703,-0.28564778,-0.07381011,-28544,-10752,-28674
13.087,0.94092125,-1.8722657,10.953473,0.37691116,-0.013323124,-0.01292343,-27264,-23808,-23042
13.206,0.6464345,-0.6775591,10.58716,0.622856,0.25060796,-0.037970904,-28288,26880,-16130
13.319,-0.07182605,0.92895024,10.769119,0.340405832,0.1714686,-0.0699464,-30848,13568,-12290
13.434,-0.5530606,1.364695,10.484209,0.18026186,0.14189127,0.0067947932,32128,5632,-12034
13.550,-0.770933,1.85071792,9.911995,0.107251144,0.150951,0.0075941808,28032,512,-13058
13.671,-0.641646,2.3942018,10.115502,-0.497485468,-0.211171508,0.18665696,27776,256,-13314
13.789,-0.48602296,1.3239936,9.615114,-0.7289081,0.018785606,0.035839204,28800,5888,-13826
13.904,-0.48123456,0.47405192,9.392453,-0.992972432,-0.19145328,0.16533998,27776,14336,-15362
14.021,0.076614456,-0.61770404,9.742006,-1.3140597,-0.57902292,-0.08366922,28800,27904,-19970
14.136,-0.24420858,-1.1707647,8.652645,-1.0181531,0.003330781,-0.051027564,31360,-23296,-24066
14.258,0.16519992,-2.5570072,9.43076,-0.7218469,0.040635528,-0.09339511,30592,-12288,-28674
14.372,0.062249244,-2.777274,9.26556,-0.16067688,-0.065150076,-0.18026186,32128,-6912,-31234
14.486,-0.48123456,-2.384625,9.030929,-0.10964931,-0.25513784,0.05022818,-31104,-6144,-29954
14.600,0.062249244,-2.7150248,9.564836,0.35426188,-0.10045636,0.019185298,-29312,-9472,-27394
14.715,0.39264908,-1.9440918,10.529699,0.8737305,0.04076876,-0.07594181,-25216,-20224,-21250
14.830,0.7613561,-0.63206924,11.429919,1.2748897,-0.49921744,-0.032108728,-25216,30976,-16130
14.952,1.0773908,1.1324574,11.147403,0.88771976,0.06315161,-0.08313629,-22400,11776,-9730
15.068,0.17238252,2.3223756,9.64145,0.12990046,0.24634456,-0.04529862,-24448,1280,-8962
15.182,-0.12928688,2.528277,9.9790328,-0.206241952,-0.062485452,0.06888055,-28288,-1792,-10243
15.298,-0.24181438,1.9249382,9.531317,-0.51014244,0.058754976,-0.06608269,-29056,256,-11522
15.413,-0.20829556,1.1085154,9.473856,-0.6363124,-0.13829402,0.06701531,-30848,5888,-12546
15.533,-0.25378536,0.6344634,9.069236,-1.0954273,0.0528928,0.245678416,-32128,14336,-14082
15.648,-0.51954176,0.031124622,8.559271,-1.4881929,-0.50761104,0.26672894,31104,27392,-17922
15.765,0.47884036,-1.6352397,9.174581,-0.8869204,0.14655436,-0.16707198,30080,-20480,-24322
15.880,-0.46208092,-2.2050598,8.750807,-0.7286417,-0.14642114,0.057422664,30848,-10496,-28674
15.996,0.40701428,-2.7820624,9.928755,-0.13882695,-0.20890658,-0.092862176,32128,-4352,-30466
16.112,0.12689268,-3.0693668,9.459491,-0.09739203,-0.29310872,-0.020117918,-31872,-3840,-30978
16.233,0.811634368,-2.7964276,11.15698,0.46897396,-0.06115314,-0.011457887,-27776,-9472,-27650
16.349,0.6895301,-1.3670892,11.034876,0.98417912,0.08793262,-0.27525574,-23936,-22784,-17922
16.464,1.103727,-0.2681506,11.954249,0.9772512,0.12723583,-0.168271052,-23424,25088,-11266
16.580,0.46686932,1.4413094,10.812215,0.26046708,0.2588683,-0.104053592,-25472,7424,-9474
16.697,0.2825158,1.78368032,10.424355,-0.1654732,0.04503216,0.090863704,-30592,-768,-11011
16.818,-0.050278236,2.267309,10.177752,-0.42074428,0.0993905,0.10152221,-32128,-256,-11011
16.933,-0.079008652,1.5969325,9.842564,-0.59900768,-0.0013323124,0.01398928,-32128,4608,-12290
17.048,0.181959332,0.7134721,9.809045,-0.7892619,-0.03996937,0.14815312,32128,12544,-14082
17.163,-0.842759,0.01436521,8.597578,-1.6877734,-0.47230476,0.422343016,30592,26624,-17410
17.278,-0.10534488,-1.5634137,8.92319,-1.9052068,0.0017320062,0.415415016,32384,-22272,-24322
17.395,-0.356736068,-2.2744916,8.439561,-1.124072,-0.482430336,0.14602144,30080,-6400,-31746
17.517,0.19632454,-2.8514944,9.545682,-0.3429372,-0.231955584,-0.06581623,30848,-768,30206
17.633,0.6344634,-3.0909144,9.952697,0.175598768,-0.28591424,-0.060486984,-31616,-1280,31742
17.749,0.7685388,-2.4732104,9.947908,0.23608574,0.12217305,-0.10378713,-27776,-6400,-30210
17.865,0.6799533,-1.78607452,10.149021,0.78792952,-0.10911638,-0.14708729,-25216,-15104,-24834
17.982,1.6687586,-0.22505496,10.433931,1.69776568,-0.047030624,-0.28777948,-15744,31232,-13058
18.105,2.408567,2.0518308,11.719617,0.79099384,0.5241317,-0.15588054,-11648,4096,-5122
18.220,-0.08140286,2.6360162,9.928755,-0.12750229,0.24647778,-0.19664932,-18560,-7680,-5379
18.335,-0.050278236,2.6623524,10.058042,-0.511075,0.09406125,-0.036238896,-27776,-6400,-9731
18.450,-0.055066636,1.6184803,9.655815,-0.78220068,-0.15628025,-0.009592649,31872,2048,-13314
18.566,-0.17238252,0.7422025,9.615114,-0.9821807,-0.10445329,0.20677488,31872,12544,-16130
18.680,-0.23223756,0.25378536,8.992621,-1.1110153,-0.24341348,0.2216968,28800,24064,-19714
18.801,0.179565132,-0.7182605,9.260772,-1.2206646,0.004929556,0.054491576,28288,-27136,-24834
18.917,0.1388637,-2.3989902,8.813056,-1.0767748,0.109516084,-0.01851914,26496,-14336,-31746
19.032,0.32800564,-2.8323408,9.325416,-0.74143184,-0.7766049,0.28644716,27776,-5376,29182
19.146,0.44771572,-2.8802248,8.860941,-0.46217918,0.06674885,0.071545176,28800,0,27391
19.263,0.46208092,-3.5051112,9.7084872,-0.06954671,0.1782634,0.02384839,26496,-3840,28926
19.377,0.06703765,-2.8299464,9.718064,0.19611638,-0.21383614,-0.013589587,26240,-9216,-32258
19.498,0.80445176,-2.896984,10.702082,0.4725712,-0.35705972,-0.1245712,26240,-20480,-28930
19.614,1.6280571,-2.1188686,11.15698,0.7695437,-0.20544256,-0.2681945,30848,31744,-27138
19.731,2.1260512,-0.6464345,11.386824,1.0558575,-0.3377412,-0.22782542,-29056,12800,-22018
19.847,1.5705963,0.51475332,10.8385512,0.26473048,0.2063752,0.18625728,-27008,-3328,-17667
19.964,0.816422768,1.6831238,10.28549,-0.04609801,0.484562,-0.06754824,-30592,-9984,-17411
# --- temperatures (°C) ---
# format: TEMPS,t_pin7,t_pin8,t_pin9
TEMPS,,22.9375,24.0625
# --- wind ---
# format: WIND,total_clicks,cps,avg_period_s,avg_direction_deg
WIND,12,1.2000,0.575760,359.39
