# epoch_start_s=1774192582
11.867,-0.40701428,-3.739743,9.277532,-0.5597044,-0.16986982,-0.025447168,-11136,13824,8191
11.982,-0.179565132,-3.9360676,9.382876,-0.35945788,-0.28671364,-0.117776416,-7040,18432,6911
12.104,-0.04309563,-4.5513772,8.631097,-0.2174334,-0.117776416,-0.15961103,-3712,20224,5119
12.221,-0.033518824,-4.2904096,9.224859,-0.47190504,-0.094993868,0.018119448,-640,20480,4863
12.337,1.0055647,-4.7668556,9.138668,-0.4878928,-0.228758052,-0.21263706,1408,24577,3071
12.454,0.30166942,-4.4436384,9.021352,-0.52093416,0.02384839,0.07021286,4224,27649,-769
12.569,0.830788,-4.357447,9.11712,-0.2699265,-0.18412558,-0.12124042,3712,29697,-2561
12.683,0.11252748,-4.232949,8.762778,-0.10738438,-0.13083308,-0.073543648,5504,29441,-3585
12.798,0.4381389,-3.99113416,8.401254,0.17333384,-0.025580398,-0.045831548,8064,27137,-257
12.914,-0.39983168,-3.5194764,8.772355,-0.22742574,0.009592649,0.0009326187,10368,24577,2815
13.030,1.0031705,-3.2609026,9.378088,-0.05369219,-0.08899847,0.0053292492,10880,23297,3583
13.145,0.787692336,-3.40216068,9.212888,0.14295712,0.10845023,-0.0369050536,10624,21761,5119
13.264,0.16759412,-2.731784,9.598354,0.19238591,-0.04916233,0.02038438,10112,18433,8447
13.383,0.5315128,-2.719813,9.234436,0.17386676,-0.019451762,-0.009326187,12672,14081,12543
13.498,1.127669,-1.946486,9.275137,0.33214548,0.053292496,0.059554364,11904,9217,15871
13.613,0.60812724,-1.70946,9.560047,0.4925559,0.024114854,0.10125574,11136,4097,20223
13.728,0.7733272,-1.79325716,8.908825,0.3348101,-0.022249616,-0.10605207,9856,-3839,25598
13.844,-0.02873042,-0.07182605,9.337387,0.41834608,0.058621744,-0.15721286,7808,-9215,30718
13.959,0.191536132,-0.031124622,9.251195,0.26006736,0.0763415,-0.1189755,7040,-16895,31998
14.074,1.1324574,0.7733272,10.144233,0.2809847,0.0010658499,0.054091884,5760,-23807,-28162
14.190,1.0055647,1.4508862,10.113108,0.178929552,0.12270597,0.08207044,3712,-30975,-25858
14.307,-0.356736068,1.7286136,9.600749,0.16280856,0.19545022,0.08300307,2432,26625,-22786
14.424,-0.842759,2.7006596,9.107543,0.027045942,0.3322787,-0.021316998,-640,19712,-21506
