# epoch_start_s=1609460164
timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,wind_vane_deg
# wind_vane_deg is blank for the first 270 s, populated for the final 30 s
0.109,-1.5759046,0.21026689,9.742182,0.000919044,-0.0011383183,-0.0012608878,31360.0,-16387.5,-18301.5,
0.227,-1.5280206,0.14562344,9.667962,-0.0062754304,-0.0022041648,0.00073758052,30336.0,-15363.5,-18813.5,
0.345,-1.5136554,0.195901692,9.691904,-0.0025449544,0.0021924674,-0.0012608878,29824.0,-15875.5,-18045.5,
0.464,-1.5160496,0.193507484,9.67275,-0.0092065184,0.0041909368,0.000337886632,30592.0,-15619.5,-17021.5,
0.588,-1.496896,0.171959668,9.6105,-0.0049431176,0.0027253888,-6.180722e-05,30336.0,-16131.5,-18813.5,
0.705,-1.532809,0.200690092,9.773307,-0.0022784918,0.00019399822,0.0031357436,30592.0,-16131.5,-17789.5,
0.823,-1.5280206,0.18871908,9.670356,-0.00694158636,0.001526311,-0.001793813,30592.0,-15875.5,-18301.5,
0.939,-1.5663278,0.198295884,9.737393,-0.002811417,-0.0026038588,-0.0008611949,31104.0,-16387.5,-18557.5,
1.062,-1.4897134,0.17674806,9.739788,0.0002528876,-0.0006053895,-0.0060572124,31104.0,-16387.5,-18045.5,
1.178,-1.5280206,0.203084284,9.677539,-0.007074803,0.0032583176,0.0012705056,30592.0,-16387.5,-17533.5,
1.302,-1.472954,0.171959668,9.665567,-0.0005464852,-0.0030035526,-0.0013941191,30336.0,-16899.5,-17533.5,
1.420,-1.4873192,0.14801764,9.586558,-0.0029446482,0.0033915452,0.0026028176,30848.0,-16899.5,-18045.5,
1.537,-1.4921076,0.203084284,9.593741,-0.0030778944,0.0009933859,-0.0003282698,30848.0,-16131.5,-17533.5,
1.660,-1.4921076,0.203084284,9.641625,-0.0022784918,0.0032583176,-0.0008611949,30336.0,-16387.5,-18301.5,
1.778,-1.4992902,0.2126611,9.663174,0.0011855215,0.00019399822,-0.0003282698,30848.0,-16643.5,-18557.5,
1.895,-1.4873192,0.15520026,9.646414,-0.00361080468,0.0040577016,0.0020698932,30592.0,-16643.5,-18301.5,
2.012,-1.4897134,0.241391508,9.629655,-0.0040104984,0.0020592324,-0.0024599694,30592.0,-16387.5,-17789.5,
2.130,-1.5016844,0.2150553,9.732605,-0.00014679134,0.0041909368,0.00087081176,31104.0,-16387.5,-18045.5,
