# epoch_start_s=1774910934
timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
16.609,0.7345001,0.679530436,11.568957,0.93913348,-0.31556404,-0.193513568,384.0,9472.5,-4734.5
16.728,0.5333872,1.4360981,10.843514,0.96244892,-0.41575396,-0.14008784,-1408.0,-17408.5,22400.5
16.851,0.70337544,2.501518,10.084553,0.90875672,-0.49995608,-0.0011276575,-24960.0,1024.5,3968.5
16.968,0.918853664,3.1287988,9.296861,0.47042596,-0.47943848,0.14489378,-3712.0,-13311.5,-30080.5
17.086,1.3354447,3.071338,8.638454,0.08192365,-0.15128992,0.1727391,1920.0,-17406.5,22911.5
17.201,1.2085521,3.2652684,8.169191,-0.33189256,0.05934867,0.14915718,1920.0,-18174.5,19327.5
17.317,1.6419024,2.5901034,8.138066,-0.8809385,-0.1379668,0.197786576,2688.0,-13054.5,21375.5
17.434,1.8669574,1.4217329,8.382276,-1.252254,-0.07348287,0.06388919,3712.0,-510.5,23935.5
17.555,2.2021458,0.40659144,8.803655,-1.1278161,0.30542678,0.050832524,3456.0,16897.5,25984.5
17.672,1.5150099,-0.9006427,7.9680784,-0.9366291,0.214696284,0.03204692,640.0,32001.5,28544.5
17.788,0.957160864,-1.6189032,7.915406,-0.730653636,0.3751067,0.04044049,-2944.0,-17919.5,29824.5
17.905,0.10243088,-2.3850476,9.0598344,-0.22037802,0.47596276,0.08147571,-8576.0,-2303.5,31616.5
18.022,-0.16571975,-2.6651692,11.080541,0.61578124,0.14634867,0.18166558,-22656.0,20480.5,-19582.5
18.146,0.89491165,-0.71389496,11.047022,1.188409,-0.232028052,0.06708674,10368.0,30976.5,-10622.5
18.265,0.76801896,0.13844084,11.061387,0.5429037,-0.0530985,-0.09625476,-3200.0,15359.5,-26750.5
18.380,0.6100016,0.5191189,11.166732,0.24113498,-0.089470624,0.021921348,-13184.0,7679.5,25473.5
18.496,0.530993,0.863884,10.73817,1.0295974,-0.1921919,-0.3178183,-25216.0,5887.5,6017.5
18.609,0.88054648,2.0705616,9.612895,1.4195653,-0.201118416,-0.38070348,24960.0,17408.5,18560.5
18.732,1.1127839,3.7273492,9.347138,0.8426741,0.13195969,-0.10757942,-7040.0,-14847.5,-25728.5
18.849,0.94997824,3.8183288,7.8723107,-0.35987116,-0.2040495,0.11984631,-2176.0,-22783.5,23167.5
18.967,1.2755897,2.8726192,8.011174,-0.87081292,0.040962756,0.16221383,-1664.0,-18431.5,21375.5
19.084,1.3545983,1.4360981,7.716687,-1.2466583,-0.23802348,0.16274676,-1664.0,-5119.5,26239.5
19.201,1.8047082,0.0714032,8.530716,-1.4874071,-0.07987797,0.10665642,-128.0,12032.5,30080.5
19.316,1.6730273,-1.295686,7.93456,-1.2510549,0.048157244,0.14049715,-384.0,-32767.5,30848.5
19.438,1.0409579,-2.306039,8.494802,-0.788209536,0.13782187,0.18992594,-2688.0,-12287.5,29824.5
19.556,0.7129523,-3.1176734,9.378263,-0.19786192,0.21935938,0.09733023,-6784.0,5376.5,31617.5
19.672,0.88054648,-2.8974068,10.893793,0.47402316,0.352590632,0.097996384,-18816.0,25088.5,-23678.5
19.790,0.49507992,-2.0498596,11.600082,1.4279587,0.2458724,-0.12823026,18048.0,-30463.5,-11646.5
19.909,0.36339884,-0.1823822,10.8985816,1.5529298,0.21842676,-0.29623484,1664.0,12800.5,-8574.5
20.032,0.4112829,1.3858199,11.121243,1.0545117,-0.16447982,-0.1002517,-1920.0,-14336.5,11648.5
20.150,0.23650616,2.3937788,10.041457,0.9757721,-0.28691936,0.024452742,27776.0,9728.5,11648.5
20.267,0.784778336,3.236538,9.569799,0.380894536,-0.050300644,0.18033327,-8832.0,-11519.5,-22912.5
20.386,0.789566768,2.858254,8.6695792,-0.216381084,0.3162185,0.10758903,-2688.0,-13567.5,29311.5
20.504,0.9906797,2.2692804,8.281719,-0.6877532,-0.045637548,0.10052778,-4224.0,-9471.5,27263.5
20.653,1.3378389,1.1272462,8.384669,-1.2796997,-0.31742924,0.073481832,-3456.0,3840.5,30080.5
20.770,1.87414,-0.206324184,8.372699,-1.2715726,-0.2574752,0.11012042,-640.0,22784.5,30848.5
20.886,1.6658447,-1.3100512,8.760559,-1.0124378,0.119169496,0.10265948,1152.0,-24574.5,28288.5
21.004,1.3929056,-2.15281,9.318408,-0.54039944,0.1464819,0.13330266,-1152.0,-8703.5,27520.5
21.119,1.3234737,-2.3754708,10.467625,-0.037451536,0.231749884,0.053097456,-5504.0,4352.5,32385.5
21.238,0.8566044,-2.4688446,10.685497,0.7708624,0.18924913,0.14009746,-18048.0,17152.5,-19838.5
21.362,0.480714736,-1.154428,11.303202,1.2347735,0.14741452,-0.14355186,16768.0,25600.5,1665.5
21.480,0.047364236,-0.029153272,11.02308,1.3016555,0.245339468,-0.18458708,-10624.0,8959.5,11905.5
21.598,0.5693002,2.2788572,11.214616,0.9328716,-0.17873556,-0.10797911,-11392.0,-31488.5,29824.5
21.714,0.5166277,2.81037,10.163562,0.7919129,-0.22683204,0.028982606,27776.0,-7167.5,10367.5
21.829,0.58605964,3.0210598,9.047863,0.36850404,-0.036311364,0.032579848,-11136.0,-15871.5,-25472.5
21.952,0.5573292,3.1216162,8.932941,-0.17428,-0.2807907,0.13783252,-6272.0,-15871.5,29567.5
22.066,1.0936303,3.1000684,8.537898,-0.51814984,-0.17407246,0.08840374,-4736.0,-13567.5,26495.5
22.182,1.3522041,2.1184456,8.691128,-0.9849921,-0.253878,0.12104539,-3456.0,-6399.5,26751.5
22.297,1.7711894,0.851913,8.394246,-1.0733244,-0.338479816,0.14436084,-1664.0,7424.5,30080.5
22.413,1.4934621,-0.431379136,8.391852,-1.0366858,0.11330732,0.09133483,-384.0,22784.5,29824.5
22.530,1.2684071,-1.5973554,8.411006,-0.9805955,0.34539616,0.11878046,-2688.0,-25343.5,30080.5
22.652,1.0553231,-2.5454592,8.942518,-0.67376392,0.30302858,0.118647224,-7040.0,-7423.5,30336.5
22.770,0.35142782,-2.8088214,9.50755,-0.096073288,0.26812202,0.07508062,-13184.0,7680.5,-31358.5
22.887,0.68182768,-2.6292562,10.829149,0.59846116,0.11397348,0.0050009796,-27520.0,22784.5,-21118.5
23.006,0.23411196,-1.6715756,11.013503,1.272478,0.15780654,-0.10544772,8064.0,25344.5,-10878.5
23.123,0.07848883,0.25096834,10.877033,1.2884657,-0.24255334,-0.17153042,-13696.0,8703.5,-13694.5
23.246,0.4519843,1.3092055,11.236164,0.73382416,-0.17034198,-0.08906027,-26752.0,-17408.5,10624.5
23.362,0.5884538,2.0538022,10.367068,0.90302784,-0.2561429,-0.023643736,11648.0,3840.5,21632.5
23.478,0.638732,3.0282424,9.514732,0.74474904,-0.16208166,-0.0028596632,-15744.0,-12287.5,-14464.5
23.594,0.82308552,3.1479526,8.9401248,0.091915992,-0.017658986,0.1305048,-4992.0,-15615.5,30847.5
23.711,0.89730584,2.8151584,8.569023,-0.529208,0.05841605,0.16714339,-2432.0,-13055.5,25727.5
23.832,1.3952998,2.2190022,8.640849,-0.86228616,-0.08653954,0.12397648,-2176.0,-5375.5,26239.5
23.948,1.682604,0.88543176,8.6456376,-1.1551285,-0.044172004,0.10425826,-384.0,8448.5,29056.5
24.067,1.637114,-0.30688068,8.72704,-1.2282723,-0.0058014056,0.16461201,-128.0,24576.5,30848.5
24.183,1.6538734,-1.307657,9.181939,-1.060934,0.14128586,0.13796576,-128.0,-20735.5,29824.5
24.299,1.4288186,-2.329981,8.604936,-0.5613168,0.38882952,0.14209591,-3712.0,-6911.5,28032.5
24.414,0.5764828,-3.184711,9.301649,-0.15163072,0.17565954,0.16474522,-9600.0,5376.5,-32126.5
24.535,0.4448017,-2.473633,10.201869,0.29136316,0.037365516,0.15914952,-24192.0,14848.5,-14462.5
24.651,0.5285988,-1.7649496,11.276865,1.0497154,0.122100584,-0.096920916,6528.0,23296.5,9345.5
24.769,0.5166277,-0.31166908,10.740564,1.5913002,0.03576674,-0.16366978,27008.0,11263.5,14465.5
24.886,0.2652366,1.4696169,11.039839,1.4451456,-0.057628364,-0.1915151,13440.0,-22528.5,11392.5
25.003,0.3083322,3.0043004,10.51072,0.894501,-0.18073402,0.023653354,-24704.0,-6400.5,25727.5
25.123,0.578877,3.5382072,9.316014,0.7789895,-0.115450728,0.051765144,-29824.0,-29183.5,-8064.5
25.239,0.19819892,4.28041,8.899423,0.21315642,0.065477304,0.1837973,-10624.0,-26623.5,32639.5
25.354,0.82787392,3.8470592,7.9513187,-0.28379608,-0.09759773,0.282122,-6784.0,-23807.5,24959.5
25.471,1.0481405,3.0282424,8.001597,-0.80379768,-0.14516128,0.13117096,-3712.0,-17151.5,23935.5
25.588,1.3282621,1.8095937,7.9920208,-1.0123046,-0.16741091,0.13916484,-2176.0,-5887.5,26751.5
25.713,1.87414,0.9668346,8.650426,-0.96633976,-0.085340456,0.083873868,-384.0,8704.5,28544.5
25.827,1.625143,0.19111328,8.72704,-0.8637517,0.07920012,0.03804233,384.0,22017.5,29312.5
25.940,1.5341635,-0.6492515,9.368687,-0.717597,0.20203932,0.06868552,-384.0,-30463.5,30592.5
26.054,1.3929056,-1.3028686,9.488397,-0.51495224,0.2731848,-6.180722e-05,-3456.0,-19711.5,30336.5
26.170,0.80632616,-1.7553728,9.543463,-0.17361386,0.38936244,-0.02710775,-7808.0,-10239.5,-31615.5
26.286,0.67703928,-2.2222418,9.825979,0.07792672,0.30049724,-0.10717972,-14720.0,-4607.5,-24703.5
26.410,-0.00770241,-1.84874652,9.665567,0.33213192,0.14328435,-0.08146609,32128.0,-1023.5,-4991.5
26.526,-0.09389371,-1.1472454,10.321579,0.5167904,0.16699952,-0.06574481,-7040.0,5375.5,17793.5
26.642,-0.1058647,-0.414619736,11.281653,1.1881425,0.010186341,-0.170864268,4736.0,3327.5,14465.5
26.761,0.03060478,1.6731241,10.625643,1.2767414,-0.097730968,-0.22162536,-28800.0,-32001.5,20864.5
26.878,-0.53203252,2.2357616,10.505932,0.8132299,-0.190726368,-0.032037308,9856.0,-30464.5,-17280.5
27.001,-0.2207864,3.0617612,10.221023,0.663478,-0.23895608,0.038442024,30592.0,31488.5,-4224.5
27.117,0.083277224,3.4568044,8.894634,0.49907064,-0.248548732,0.12437617,-13184.0,-23295.5,-31360.5
27.235,0.58605964,3.677071,8.300873,0.015840962,-0.06735424,0.15648488,-7040.0,-23295.5,23423.5
27.350,0.81350872,3.0138772,7.822032,-0.6540457,-0.11425163,0.1526212,-4992.0,-21759.5,23167.5
27.465,1.1510912,2.2381558,8.272142,-0.9500856,-0.33488256,0.14436084,-3200.0,-12799.5,24703.5
27.587,1.4886737,0.9572578,8.971249,-1.3150059,-0.2284308,0.12930572,-1152.0,3584.5,27776.5
27.703,1.75443,-0.15365176,8.995191,-1.20096,-0.14742622,0.11478352,1664.0,22017.5,29312.5
27.817,1.9363894,-1.2861092,8.255383,-1.1287486,-0.0024706236,0.10372533,2688.0,-26878.5,27520.5
27.935,1.931601,-2.2605492,9.615289,-0.6557777,0.26479124,0.071350136,1664.0,-9982.5,27520.5
28.050,1.2372825,-2.839946,9.49079,-0.05130759,0.45691068,-0.03376931,-2944.0,2816.5,29057.5
28.164,0.37536984,-2.8112156,9.969631,0.30481952,0.3459291,0.0063332924,-15488.0,13312.5,-16766.5
28.286,0.305938,-1.95887968,10.889005,0.87598184,0.12143443,0.02418628,14464.0,30976.5,20609.5
28.402,0.32509164,-0.6779819,11.267288,1.4697934,-0.005002022,-0.14768202,14976.0,30975.5,-2174.5
28.518,0.18383372,0.7441739,11.176309,1.1810814,-0.075214888,-0.12902964,2688.0,23039.5,22912.5
