# epoch_start_s=1609459202
timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,wind_vane_deg
# wind_vane_deg is blank for the first 270 s, populated for the final 30 s
0.119,1.1295433,-3.5893312,9.155602,0.25432488,-0.5492516,-0.13595768,-27776.0,-29444.5,-24445.5,
0.235,2.3864992,-1.6332684,7.0630708,-0.5128206,-0.062158228,-0.60533136,-21888.0,-30212.5,-22141.5,
0.352,1.3545983,0.0785858,7.72387,-0.7108022,0.234814216,-0.86633132,-19840.0,-18948.5,-21885.5,
0.467,1.2540419,-2.9405024,11.487555,-0.3922463,1.0429948,-0.930282336,-19840.0,-2820.5,-29053.5,
0.591,-0.04361546,-0.11773874,13.041391,1.0411886,0.339001068,-0.12010315,-27776.0,4603.5,29315.5,
0.709,-7.348325,-1.7841032,10.446077,1.9864642,-0.79146608,0.090935128,-28800.0,-10500.5,-29821.5,
0.826,-1.4298582,2.2620978,9.981602,0.67480264,-1.1824998,0.31929348,-16512.0,30203.5,-17021.5,
0.943,2.2452414,1.2732926,5.3129088,-0.65737648,0.038564592,0.2665339,-5760.0,24059.5,-11901.5,
1.060,1.5437403,1.6276343,6.53874,-1.0894455,0.6275799,-0.10371571,-9856.0,-27908.5,-12669.5,
1.182,-0.14896029,-0.6348863,10.369463,-1.4233229,0.85966872,-0.005524288,-18560.0,-9988.5,-20349.5,
1.299,0.05933523,-7.90368236,15.165049,-0.439809868,0.33513736,-0.06547835,-28544.0,5883.5,-32636.5,
1.417,-0.9270759,-6.0481764,12.215392,0.96617944,-0.237757008,-0.89657484,-30592.0,6907.5,28035.5,
1.535,0.4208597,-0.9030369,9.749365,1.0609068,-0.6337202,-1.4318979,-20608.0,1531.5,-28796.5,
1.650,0.09045982,0.15280604,7.11334836,0.7627353,-0.41508776,-0.8314248,-6784.0,-5380.5,-19581.5,
1.771,-10.523036,3.914097,3.2299532,0.5382407,-0.8335671,-0.230018932,4224.0,-11011.5,-14717.5,
1.888,-0.9151048,-0.24463144,12.720569,-0.3016491,-0.27159774,0.33274984,12416.0,-14595.5,-12669.5,
2.005,1.4814911,0.7465681,9.778095,-0.701342768,1.0713731,0.2047146,12160.0,-10499.5,-15229.5,
2.122,0.18143952,0.98598824,10.127648,-0.8837363,0.74975292,0.14782487,-3456.0,507.5,-21116.5,
2.239,-1.0204496,1.4337039,10.702257,-1.0353537,0.33846812,0.69687068,-12672.0,12027.5,-29052.5,
2.357,-0.62540644,-8.899671,11.635996,0.517723,-0.12371105,0.56870232,-21888.0,19963.5,27523.5,
2.479,2.1829922,-3.6563688,10.429317,1.3925192,-0.068953016,-0.0281736,-25472.0,5627.5,-31100.5,
2.595,0.914065232,-0.1823822,7.5634584,0.473357032,-0.09280141,-0.3383359,-24704.0,-8964.5,-24445.5,
2.712,0.20298734,1.2948403,6.8068904,-0.20545616,0.0296381,-0.47756258,-21888.0,-14084.5,-22397.5,
2.830,-1.7889886,0.3587074,10.642402,-0.25435204,0.30076368,-0.26838952,-21120.0,-10756.5,-22653.5,
2.947,-7.594928,-1.8008626,13.271235,-0.2551514,0.15607456,0.5275339,-21888.0,-5636.5,-29309.5,
3.068,-1.3867626,0.025913366,9.361504,-0.054771604,0.23468096,0.59814644,-24704.0,-4868.5,-30333.5,
3.185,-0.82173108,-0.3499763,5.458955,0.185710784,-0.39150584,0.5551128,-29568.0,-5124.5,-30077.5,
3.301,2.0369458,0.01633656,11.722187,-0.5204147,-0.62972324,0.44586316,-29824.0,-7428.5,-26493.5,
3.417,0.590848,0.9644404,9.840344,-0.12338568,-0.0189912984,-0.38443392,-26496.0,-6148.5,-26237.5,
3.532,-1.274235,-3.325969,10.180321,0.9772376,-0.3912394,-0.2469393,-19584.0,-4612.5,-25213.5,
3.652,-0.75229912,0.25096834,8.703098,0.5301135,-0.191925452,-0.078535008,-12928.0,-13316.5,-19069.5,
3.770,0.8613928,1.1727359,6.6871804,-0.36000436,0.3837667,-0.22975246,-13440.0,-15876.5,-17277.5,
3.887,0.6459147,0.238997316,6.6057776,-0.5246782,0.61931956,-0.3825687,-19328.0,-11524.5,-20861.5,
4.003,-1.5136554,0.26772772,10.582546,-0.4915036,0.9045677,-0.28704188,-22400.0,-5124.5,-26493.5,
4.119,-9.280446,-2.291674,15.641495,0.23913652,0.5824145,0.658367,-31360.0,3323.5,30595.5,
4.238,-6.005178,-2.1073204,11.27926,0.6933218,-0.4014982,0.9747911,22144.0,-9988.5,28802.5,
4.352,-1.0467861,2.1735124,6.9936384,0.020504058,-0.059760064,0.7965278,26240.0,-30212.5,-31357.5,
4.469,-0.74751068,-0.21590102,5.2003812,-0.646718,-0.06708778,0.29997496,28288.0,-27652.5,-28541.5,
4.584,-0.9222875,0.72023184,6.2514356,-0.5154852,-0.66836036,0.27905764,26240.0,-20228.5,-28797.5,
4.700,2.3290384,1.2565332,11.896963,-1.1096966,0.080798892,0.3744512,29568.0,-19716.5,-27773.5,
4.822,-4.1640368,-4.894171,14.868168,0.041288124,0.5367162,0.16061507,28800.0,-8708.5,31618.5,
4.938,-2.8017358,-4.8726236,11.810772,1.0691671,-0.5244706,-0.7692058,23680.0,-10244.5,29058.5,
